Id,Actual,usable
4916151,0.6302171806,1
7518896,1.6476224130000001,1
7531242,2.211781666,1
6611269,0.3245304355,1
5670666,0.0183302419,1
3891236,0.00046336120000000004,0
8165845,2.1541951887,1
6846760,2.3454130087,1
7461279,0.6134328226,1
3290494,1.656151016,1
7544004,1.585784052,1
8302166,2.4920317449000002,1
2729568,1.267043635,1
8311930,3.1217347136,1
1371146,2.5235927648,1
5565608,1.3414397278,1
8555438,1.411575662,1
6705059,2.1008801087999998,1
9735429,1.2887844134,1
7177473,1.2907235871,1
2398633,1.3907219538999998,1
7393461,1.438780695,1
6662242,2.322366311,1
4906327,3.4020162879000004,1
2368993,0.8927174283,1
6514207,1.4425913709,1
5236123,1.7391246619,1
7004683,4.1598963023,1
7837741,2.4982419763999997,1
5245070,2.1524651285,1
2288027,1.6931012143000002,1
7515275,1.3133131851,1
9254448,1.7838920389,1
3929680,0.0010948263,0
6437585,1.6649682900999998,1
4495592,2.2827573072,1
6987021,2.274748077,1
9346236,1.0310503327,1
1176864,0.0052092494,1
8024866,1.4386344077000002,1
6076592,1.7336219087,1
6392828,1.2301579887,1
5522994,1.5058770536000001,1
1962503,0.007462715799999999,0
1948608,1.2239390287,1
2838716,3.0431857244,1
6719311,1.3090097475,1
4963872,1.3522250465999999,1
8924790,2.4440254324,1
6742722,0.0017063773000000001,0
2695072,2.0156255269,1
9917735,1.5405490471,1
6987908,2.837401885,1
6910229,0.0005691316,0
1644242,3.4241560242,1
6243801,0.0012946859,0
6429244,2.2331002684,1
4698874,1.4552060458000002,1
6903283,0.9887473363,1
2961411,1.5823903226,1
2015608,2.0583503844999997,1
3304338,2.8748865134,1
8732843,1.8560241675,1
5229128,0.0018220473000000001,0
2179355,4.2215035008,1
8114500,4.2472784814999995,1
6975045,1.5465485525,1
9892638,0.5201502715,1
9665265,2.7922478804,1
2041439,1.7562969368,1
7532808,1.9807584634,1
1472022,0.0099683264,1
8878499,1.7920539724000002,1
6048582,2.8159320644999997,1
8259150,1.3461814716,1
4651690,0.6321593687,1
4920896,0.7672542281,1
7266673,1.6904389934000001,1
4162412,1.6460901945,1
6405244,2.2925982614,1
5094891,4.4661196392,1
9818707,1.8758111841999998,1
9923731,0.516218452,1
6208948,0.0007126897,0
5258616,1.8116536206,1
5074667,2.1346501455,1
7545270,0.0004212095,0
2265330,2.3303684847999997,1
9564994,2.7136428785000004,1
4361037,1.3426176811000001,1
6498323,0.7670048967,1
3537999,0.0003291882,0
6420121,1.3596270978,1
2850664,1.3929267032,1
9304652,0.0032501355,1
6164816,0.6028610918999999,1
7281650,5.9807068925,1
7720429,0.8077079893000001,1
8224252,1.2902230913,1
4458392,1.776745024,1
3477056,2.7696002694,1
9026157,2.6971330374,1
6187607,1.3524676,1
1043509,2.9587309137,1
4248829,1.5290701771000001,1
8902591,3.1998412535000003,1
9291619,1.3249102366,1
6191310,0.621932358,1
3762696,2.9586012295999997,1
7383502,1.3933193239,1
7489440,0.0006298567,0
8122976,3.4362614816000003,1
2590506,1.5224783942,1
6403411,3.4472754743,1
6856888,1.7328834215,1
8706541,0.0003746011,0
3088848,1.2981416989,1
9873075,1.3798669437,1
7566825,2.5586987869,1
5296827,1.5611928165,1
5821272,2.6923931773,1
4271761,3.1812974970999996,1
8947340,0.4219698339,1
8663955,2.9828459102999996,1
6911175,2.7909655487,1
5243684,0.001682565,0
5150261,1.2988179592,1
7587280,1.4716951008,1
5004082,1.3800754023,1
3910480,0.8370546675,1
9759124,2.4529974928,1
2482678,1.7103021803999998,1
6845590,1.9487152500999998,1
8848627,0.8044016249,1
3936220,5.324302488,1
2673132,1.4412207596000002,1
4695576,2.4583790102000003,1
4108036,2.0499875084,1
8475356,1.3166165084,1
6477108,0.0011215154,1
8425008,1.0115150143,1
4974155,1.2573024503,1
9399454,2.0712629385,1
7314105,0.571093946,1
2662702,1.7052392233000002,1
8426561,2.4283526697,1
4310229,1.5382094455000002,1
1461712,0.0002793643,0
1751215,1.3371373153,1
3524534,1.5224703083000002,1
9774776,2.4452214706,1
5645266,3.6317753626,1
3710432,0.0012375755,0
3268858,1.9548661155000002,1
2346780,0.6249463483,1
2107560,0.45040762869999995,1
2320035,1.8794930262,1
5337850,1.7777462915,1
8903430,1.4721463036000002,1
8651633,1.4326686821,1
3152622,3.4616760386000003,1
8878232,3.5608332924,1
3240959,1.9874026524000001,1
9951495,1.0875837639000001,1
7052025,1.9157262125,1
2333204,2.2158712637,1
6046965,0.42412693630000003,1
4786815,1.4512357438999999,1
7330786,3.2409127385,1
9243438,0.0035051405,1
6687040,1.4390872949000002,1
7490037,0.6123140059000001,1
8434083,3.7358158556,1
7791864,4.0087468709,1
4188674,2.9719147256,1
5737136,0.9530839998,1
6172615,1.398403789,1
5905910,1.2565926642,1
9184603,2.4896022694999997,1
5725158,1.2206977668999999,1
1309432,1.305021628,1
5134107,2.6387649547,1
5712584,2.6970860834,1
4098837,2.6151181453,1
9601337,1.3456562173,1
7804203,0.9251321544,1
9417775,1.4296786162000001,1
1020596,3.1243207042,1
5207684,2.0036387456,1
7174306,0.7710305124,1
8100781,0.5437737931000001,1
3825728,3.0667186958999997,1
7545079,0.0005653657,0
4389466,4.3803886959,1
1793014,2.1401327171,1
1768310,0.0054455245,0
1886739,3.1056635294999997,1
3675347,3.9171775456,1
3273837,3.1976899775,1
3426504,1.3945615381999998,1
2157673,2.093759475,1
7908688,1.7294319388,1
3398637,1.3294894337999998,1
1594762,0.0017971870999999998,1
5346100,1.2479664422,1
5517060,1.5844978438,1
1107352,1.1875116934999999,1
5556272,1.4805050196,1
7239145,2.0178475398,1
8742051,1.6068306166,1
4429851,1.1990480522,1
1125831,1.5023187090999999,1
5501381,1.094516997,1
5629173,1.4925142128,1
1846134,1.300778775,1
7717090,2.5851621709,1
3202256,0.7961306127,1
8543281,1.4952624085,1
4418319,2.911705618,1
6176265,1.1887908235,1
8616989,2.5612097737,1
3690289,0.0004886619,0
4795292,2.1094769862000002,1
8476657,3.1779349669,1
4069305,1.6025786826,1
6259952,2.0226287219,1
5211252,0.4741634168,1
4744139,1.413577551,1
8388293,1.3660273713,1
5293985,1.3667755599,1
9547700,0.779756775,1
9093701,3.6099103102999996,1
7146634,2.4012436869,1
4508413,1.4955406462,1
5818369,0.23552620059999999,1
1529433,2.1538872063,1
9793449,1.3583439103,1
9390284,1.6193454063,1
2717886,0.0011915516,1
5760481,1.2806922887,1
9662814,1.3393864613,1
7970345,2.5666345108,1
6591183,0.6678126333,1
9919560,3.3514779008999995,1
3929565,3.7981821591000005,1
1257898,1.7488133947,1
8470580,0.42118385950000004,1
8997031,3.0959308495999998,1
6492719,0.0016811664000000001,1
8409442,1.8424827779,1
7845313,1.90699827,1
2157341,1.6107357566,1
3666658,1.3434427136000002,1
7310457,0.0015268056,0
9126319,4.6293764715,1
4978699,1.0997437695,1
4061763,0.0022519633999999998,0
5435743,0.3590540469,1
5595992,0.405403852,1
3835692,1.7883306108,1
7035128,3.4102889596,1
4493089,1.8390618407,1
1220679,2.6284738249,1
5480152,1.4528387615,1
5120342,2.1595194831,1
8712706,1.2955237202,1
6208395,1.4286709897,1
7231980,2.5208099909,1
3219714,2.6564575230000003,1
9912880,1.8620936808000002,1
4405011,1.8725329071,1
7458169,0.0004367285,0
4677515,0.0005988851,1
9612569,2.4319986134000002,1
2359144,1.5981591686,1
7601345,1.6463181305,1
7007023,1.4861783897999998,1
5608227,1.2768897481,1
7930396,1.5492238641,1
8944089,2.4707943197,1
5462922,1.4082447084,1
5505713,0.6422489606,1
7855084,1.2017368209000001,1
5785216,0.9210621762000001,1
2752284,1.5182168733,1
4769555,1.4052673008,1
8150263,1.551340844,1
2747191,0.8208432088,1
1321630,1.5138412993,1
5720638,0.7056738545,1
5368004,2.0110550156,1
7605826,0.9408600129000001,1
8512633,1.3228066698999998,1
7467025,0.9767139623000001,1
7268204,1.3653289645,1
4991747,0.0009444894,0
5897198,1.6003537905,1
3193995,4.3329445347,1
3529224,3.0767538397000003,1
1958496,0.007247272,1
1792108,2.5013923047,1
6246584,0.001167782,0
3171720,0.5329683998,1
3312494,0.7387583879999999,1
7193553,1.4086191597,1
6358099,1.5817321823,1
5973854,1.5348513080000001,1
5083399,3.4852747518,1
3453685,1.2189136157,1
4772836,2.7821362833,1
2831712,0.0011224095,0
1972976,3.3631811685,1
4045965,2.9087006364,1
9248995,1.6532272288999998,1
7215816,1.1963046333,1
1087569,3.9071580313,1
2213642,3.5247367256,1
5209117,1.3587964234,1
7951711,1.4438587056999999,1
2219306,1.1301352254,1
4452233,0.0005220328,1
4116444,1.2173303027,1
5797710,1.2884073011,1
5488777,1.3390100675,1
1037752,1.3378869971,1
7295548,1.7063812956,1
1825637,1.4318396759,1
7296043,0.8406918394,1
3020338,1.5451039169,1
6965527,1.6324247621999999,1
8881495,2.1278323025,1
6954437,1.3347242498,1
9821583,1.488826403,1
2547253,1.8484890543999999,1
3965160,0.0004222871,0
7026513,1.3154760357,1
6075454,3.1657044687,1
8486240,1.7739473468,1
2037984,1.3535880885,1
9652931,1.6785748709000001,1
8251868,0.0016243260000000002,1
2708464,1.1960873606,1
9562538,0.7110993704,1
8777314,1.9915159132,1
2726858,0.5357793378,1
3769164,0.0085057516,1
1897171,0.5154889811,1
7128184,2.3508250144,1
7477290,0.0005238219,1
4208355,3.054376232,1
4494800,1.9057574002000002,1
5707089,1.3043834702,1
5417244,2.6568212818,1
5275887,0.4595208832,1
8582128,1.4695409609999999,1
7926518,1.227567686,1
2027335,1.428807573,1
2594745,2.2696572897,1
3271995,1.7457326340000001,1
3055031,0.00034423419999999997,0
4798681,0.6734607655,1
5653383,2.4593049536000002,1
2204130,1.4258339566999998,1
8643484,0.0010093339,0
1790434,1.4225266353000001,1
8241315,1.2409903848000001,1
4500886,0.0005312584,0
5847685,0.440824362,1
1807579,1.4884603302000001,1
8724350,0.0008594917,0
7757835,4.7144925493,1
2114196,1.1619063474,1
9083347,1.3036846615,1
7101970,1.5067460661,1
9403068,1.3685679008000002,1
4505425,0.0010791351,0
2861865,1.9623139888999999,1
4097519,0.0009411872,0
5832354,0.5852092127,1
9052760,2.7114078307,1
4155058,0.7756866215,1
6785515,1.2575218701000002,1
5312273,1.5445711488,1
4404001,1.3668294837000001,1
5807607,0.408953876,1
6961158,1.4863716863999998,1
9707041,2.5635639663,1
5867663,0.0006682678999999999,1
4390693,2.6214441528,1
3241157,1.7165986798,1
9995727,1.5524619423,1
2301472,2.4121283453999998,1
7061952,3.3877209618,1
7833193,0.00022375970000000002,0
1507644,0.0008074409,0
3802660,1.3094408388,1
3621512,0.0017640398,0
1165280,1.5319877522999998,1
6385559,1.3066373003,1
8349654,2.9267743224,1
4816453,0.0008724836000000001,1
1924982,3.2912247803,1
4310188,2.103857131,1
9532088,4.2149822855000005,1
6381240,0.442875298,1
7357209,4.3944297285000005,1
6078120,0.0010982469,0
6471138,0.41047496920000004,1
5352343,1.2965736734,1
5759403,3.5225693243,1
1719178,2.2635941522,1
2375978,2.3239011322,1
3285865,1.5369808313,1
3421342,2.8000658960000004,1
8785590,0.0009335202,0
5697465,1.6246365277,1
9783910,1.6330279418,1
2653590,1.9438319125999999,1
7005955,3.1715582845999997,1
3663799,2.3506336115,1
5193304,1.5391624150999998,1
2241992,1.5817730892,1
9528097,2.1489029592,1
7502720,3.3740566402999996,1
3131519,0.691309505,1
4021199,3.9431326969,1
2481394,1.2043360895,1
3492418,1.7008361284,1
5515488,3.4749707448000002,1
6167650,1.457798875,1
2174989,1.4100849161000002,1
8980758,0.0005957544999999999,1
1865580,0.0022741109,1
4226030,1.5840568007,1
4751243,1.777457114,1
5469072,3.3132117012999998,1
5299566,3.8224480158999996,1
8739187,0.3652859843,1
7093538,1.6994799453,1
1071103,1.4363104841,1
8957580,1.753250177,1
3610117,1.8692973032,1
3300968,1.0445489336,1
9001902,5.2286240843,1
3034000,0.48636883340000003,1
9907159,2.1657815315,1
7336147,0.7192736978000001,1
3565833,1.4894191575,1
5405396,1.1971545257,1
5778234,1.1787504517,1
9017670,1.0603890077,1
2766856,1.4442071273,1
5448931,2.2215174974000003,1
8256013,0.0005187828,0
3651010,3.3460500545,1
7796959,0.8684857646999999,1
4874808,1.2536897569,1
2945439,0.6183071368,1
4827549,1.4602820004,1
9462845,1.2660221381999999,1
8920514,2.5792577801,1
3679952,1.7607349413,1
8348818,4.097184815,1
7264632,1.6217714118000002,1
3249901,1.1423478582,1
8548876,1.2614363487,1
6398866,1.6585824186000002,1
4476152,3.1216722176,1
5415490,3.0572535647000003,1
6044208,1.9666207102000002,1
6598683,1.8697375805,1
8266769,4.9610848247,1
8763327,0.8236320309,1
7490045,1.2929824403,1
2895877,0.0010581380000000001,0
9893074,4.9595495073,1
3950645,2.6712790893,1
9218904,0.8723682643,1
6324857,1.4766928453000001,1
3023082,0.8312899514000001,1
9960630,0.5635325596999999,1
8110365,2.6479885356,1
4969606,1.5438492975,1
6907033,1.5830849018000002,1
1455294,1.3848350356999999,1
7665278,0.879881418,1
4943875,1.6437315747999999,1
1663603,1.1347231173999999,1
9883033,0.0015751719,1
6226889,4.4687774563,1
2148854,1.2095561414,1
9245984,1.7080624422,1
5863993,2.5004291004,1
8107242,1.8922540431000001,1
4531686,3.2631764152,1
8676451,1.6251469635,1
7168268,3.3218544126999996,1
6915946,2.7748838085000003,1
9388214,1.6078455669999998,1
6800946,4.6327990453,1
4301968,2.6917470163,1
2917247,2.0591373537,1
6899099,1.3121639502,1
1516300,4.5786069741,1
7648541,2.1684125952,1
8008900,3.0619231839,1
3093429,2.4974905845,1
4903684,2.3304180791999998,1
5364373,1.5479537579,1
7131724,2.3657941275,1
9280395,4.8906520421,1
8718940,2.1281073555,1
5811902,1.5813670597999998,1
1734118,0.00042438970000000003,1
5931022,2.5572472195,1
7340312,1.3287937863,1
3200569,1.1896908777,1
8081658,0.0006853523,0
9536937,1.3568953956999998,1
3574544,0.0008344,0
2772756,4.6061146559,1
4539363,2.0655915374,1
6666238,0.704783838,1
6295889,0.00038370559999999996,0
5537465,2.495503161,1
9676402,2.1328124991,1
9673234,1.6853687289,1
6116592,1.6903322756999999,1
9916834,3.1131775191,1
7333250,1.8702731078000001,1
6181009,1.3197014651999999,1
6874296,1.73710474,1
8505075,1.7185648705,1
6832303,1.4228806207,1
8713049,0.9320567572,1
3955387,0.0455539506,1
4385602,4.6446778152,1
6037592,1.1089312568,1
1494557,1.8008938787,1
7554658,1.2790632102,1
9581479,2.8633341869,1
3797958,3.1590143629000003,1
8396258,0.5112372031,1
6825202,2.1931286833000003,1
4504365,1.4730654459,1
2939533,2.2555972291999997,1
7559528,0.0005589794000000001,0
9024694,3.4016642072,1
8780612,2.9262696611,1
5727803,2.7227275587,1
8928615,0.6693852293,1
5723589,1.3451046267,1
7257559,3.2917627126999998,1
4928410,1.7759878954,1
4666420,0.0004371384,0
8674524,1.4187136406999998,1
8341734,0.0005188311,0
8503116,1.7120513755000002,1
3852924,1.4399435497,1
6678509,1.0847206495000001,1
3693085,2.5464910384,1
3172580,0.0011655841000000001,1
2841007,0.5747357914,1
1591666,3.0912735298,1
7388230,0.49359691450000004,1
9105035,1.310835487,1
7926026,1.6766432471000001,1
2205335,0.0008357661999999999,1
6056743,0.0008618586000000001,0
7331903,0.4717481056,1
8216032,2.0153266959000002,1
5900822,4.2024411251,1
8878039,0.0005842737,0
2986510,1.2041620749,1
4318878,1.7148665093000002,1
9579603,1.6601406947,1
2622975,1.5630107427000002,1
7220101,1.9033301444,1
6932186,1.6813793886000001,1
2513585,1.970525436,1
9200662,0.5557873422,1
4163224,1.405855188,1
4443508,3.3578121328,1
1610798,2.8302794625,1
9112522,0.0008298596,0
6752435,1.3706169553,1
6757619,0.9871686882999999,1
2489720,2.9623388597000004,1
7469617,3.1268162644,1
6906069,0.0003772407,0
3665172,1.3813725296000001,1
8859769,0.0013656701999999999,0
1615006,0.734808543,1
5071998,0.0010215235,0
7296297,1.4242304899,1
5471999,1.9126360572,1
8158053,2.2149323955,1
2576933,1.3583721776,1
8584805,0.3010934006,1
1860880,5.2105301798,1
6916116,0.3255193125,1
8955428,1.8167908677000002,1
7533493,1.4850818466999998,1
9675335,2.3072403641,1
3667925,1.4052890021000002,1
4885385,0.5012919178999999,1
4189508,1.0978421547,1
8591481,0.7191321504000001,1
6374928,2.0374671858,1
7546585,4.2640850241,1
2259443,0.0018250178,1
8396138,1.3911954591,1
4461201,1.577643303,1
3315866,1.3232078761,1
6518067,1.2962785454999999,1
7206707,1.541779636,1
4884949,1.3551351759999999,1
7525581,3.4050163018,1
5204893,1.5113676255000001,1
9187166,4.5677636324,1
9691690,1.5482113552,1
9620130,1.7589814159000001,1
4635650,3.703642294,1
8156635,1.5405762962,1
1638213,3.2034315044999997,1
5621610,2.9439045514999997,1
7482141,0.3622841382,1
8071278,2.5243341205000003,1
4661998,2.2629650247999997,1
6425012,1.947383932,1
4281186,0.0011022595,0
9973480,1.2185281035,1
8877127,2.6927035641000003,1
2752163,0.4114763473,1
1472682,1.4721084830000002,1
4345821,0.5292689136,1
7329998,1.5246446975999999,1
7982655,1.5801552630000002,1
3165968,1.208095347,1
1799170,2.1296686122999997,1
4366146,2.2592193406,1
2850869,1.4922768707,1
4155460,1.3778228074,1
3389022,3.0471512273,1
7754731,1.303060704,1
1137863,2.1552541333,1
8763145,1.9250596675999998,1
5263127,1.369589151,1
1732624,1.2685916491,1
3428406,3.4874391907,1
8435842,2.6333673596000002,1
8652392,1.4154747706,1
1557361,1.663136271,1
2001898,2.4978953061,1
6943235,3.5731046622000004,1
7448124,1.3648232297999998,1
4926471,0.0003078939,0
2657039,2.5082249145,1
8083977,1.366992463,1
7623622,0.0004539923,0
7258805,1.0518671624,1
9395651,3.2658960089,1
8815087,1.7967190771000001,1
6300157,0.6884976093,1
8940068,1.6046828933000001,1
4431158,3.0454409035000003,1
2565437,0.8071630973999999,1
1626347,1.3235406436,1
2429392,5.0581558106,1
9011760,1.4999778475,1
8997855,0.4719817529,1
7511782,2.0173956022999997,1
3519417,0.4138749025,1
2378753,2.7259458549,1
6894551,2.5505459826,1
9163277,1.2827396674,1
1545075,2.5516330927,1
3722029,2.8000334307,1
7707999,1.5968980247,1
8374638,0.7345247629,1
8508054,1.69073628,1
1193768,2.7722019012,1
7066123,0.0005395821,1
9925365,2.101119153,1
9411248,1.4679835811000002,1
4850399,2.0605276015,1
5109922,3.0956551383999997,1
5587653,2.0311793389,1
9784001,0.0007899979,0
9787348,2.3084923623,1
1308489,1.7377315758,1
7538903,1.3763003994,1
5874224,4.2872283585,1
1363516,1.3026650988,1
9331268,2.7454607254,1
3245798,1.3721567368,1
4065586,4.0234846446,1
1167547,3.1440960112000003,1
9642468,1.9163064895,1
5824067,2.4205542849,1
9490664,3.9113995455,1
9731712,1.3939379356000001,1
9113370,1.4635773276,1
2396265,0.0003079474,0
7920046,0.0028942085,1
1816763,3.0982064258,1
6919180,1.2431385173,1
7511416,2.6281149857,1
4047014,1.3602954431999998,1
8502388,1.0312603754,1
3574733,2.3123243531999997,1
6943210,1.2770243331,1
5099762,0.0008728677000000001,0
1510153,1.5702576474,1
7215627,1.2969178999,1
2072904,2.3316293736,1
9664899,2.0871567391999997,1
1283523,0.9116287631000001,1
2193325,2.2005331997,1
9409852,3.8582923792000003,1
8083962,0.0033621766,1
9210742,3.3301963838999997,1
9300439,1.5109835403,1
3492985,1.6608032380000002,1
9373222,1.7623111658000001,1
9266488,1.2674471968,1
1908821,2.9107700871,1
3302282,1.7416045052000002,1
6978727,1.3431968531,1
2165259,1.3945177783000002,1
1563814,0.5266855378,1
1364995,1.2693554008,1
4857388,0.0023023233,1
9918575,2.1905645394,1
6403023,3.1082588671,1
2526661,0.6186570593999999,1
9778611,0.45863405450000005,1
1069924,1.3205210658,1
1042593,2.7814477282,1
6742795,2.165260064,1
5209760,2.3546970383000003,1
6687791,0.0005997601,1
1013618,0.0048763146,0
1729020,0.0029946786,0
2826844,2.7667289792000003,1
1828642,1.1854927392,1
2027188,2.6811570705000003,1
8962921,2.8827785813999998,1
2260341,1.7262138356,1
8925839,0.0008818684,1
4547897,4.2599579095,1
5553000,0.0007505938000000001,1
7861888,0.0005237549,0
8131738,1.6092938344,1
9289158,2.0817386325,1
9401037,0.0011213303,0
9749752,0.9488377583,1
4947768,1.7060134828,1
2583526,0.0055927780000000005,1
9886548,3.9842601934,1
1976895,0.0003712093,0
4690025,0.013308928999999999,1
9520374,0.0013341838000000001,0
2969983,1.6539547293,1
3964753,1.5544314143,1
9429155,1.2459738532,1
7767574,0.1488038703,1
6658148,1.9015073126,1
9737162,2.856989655,1
5011676,2.4856402431999998,1
7557327,0.0010376592,0
7109905,1.9184812405,1
4798056,0.0006389057,1
5519957,1.3065022820999999,1
8526530,2.354332952,1
9854684,2.7277923310000003,1
7815043,5.3755868409000005,1
3395740,2.1970126952,1
7876256,2.2768058332,1
6290211,1.3091620918,1
1968449,1.8749525074000002,1
9407186,0.0011835127,0
2461156,3.7584353041000003,1
8239134,1.2353315283,1
7535941,0.0105333776,1
5448059,1.3540676837999999,1
2732539,2.3897135116999997,1
4367482,1.4562037245,1
4095884,2.0416406521,1
6418747,0.20137621120000002,1
5186434,0.0006310423000000001,0
1303935,1.9779656193000001,1
2170092,0.34453239280000003,1
4770287,1.6931676044,1
9232413,1.2248325217,1
2233050,1.2806792283,1
4708999,2.0786106782,1
7368699,2.5572892009,1
7255760,2.8441339448000003,1
6152516,1.3520137845,1
9963697,2.3301289204,1
2570051,3.0014780825,1
6175679,1.5516160941,1
2598681,2.6269166713,1
1060152,4.2781898052,1
4909904,1.6525453437,1
1829080,0.7671078240000001,1
3801413,1.2470844356,1
6369065,0.7239890901,1
3855138,1.4539051833,1
2880632,2.8177225387,1
1165810,1.8138499841,1
7856479,0.3213467394,1
8277399,0.0010797692,0
1445639,1.5613180816999999,1
9427824,0.0004869233,0
3951303,3.4964951926,1
6258949,1.9827527566,1
4206631,0.7005052684,1
2315651,0.0010552410000000002,0
4760856,0.0007072984,1
3287917,1.4195640975,1
4889979,0.7026800728,1
6831412,1.5290135921,1
9809644,3.1600117453,1
6497915,3.3192673773,1
1159425,3.1660193014,1
9699358,2.2969194198,1
1926535,1.2045762356,1
1052829,1.8817251111000002,1
7668856,1.8700830805000002,1
5767722,1.6331135512000001,1
1414512,0.0007499957000000001,0
2234372,0.0005165640000000001,0
2696175,1.3730573027000001,1
8155335,0.6887423487000001,1
2444501,2.1140038494,1
5388148,0.4874051681,1
6198984,0.0006087682,1
1641225,3.4236215057,1
2307826,0.8123058335,1
1909543,2.9627254549,1
5446705,1.5070345492,1
9472006,1.4244731326,1
1088313,1.2723383563,1
7674724,0.36415913549999995,1
2694042,0.9594521299,1
9376376,1.8285353876,1
5157672,0.464515678,1
8820360,2.3317876955,1
9023260,2.0205699885,1
7881797,0.0018879423000000002,0
9610913,0.7917980427,1
1281334,0.8186224464,1
8269902,0.2892866942,1
2996668,0.0073628489,1
7234634,1.0944641304,1
5847525,0.8449623417000001,1
9050212,0.0007215225,0
2070332,3.1478865612,1
1075189,3.3950656048,1
5539151,2.8517819798,1
5678646,2.9733206895,1
7372388,2.1747518913999997,1
9573752,2.0377959982,1
3477017,2.0362245818,1
4809996,1.6223294405000002,1
4309894,1.5313283511000002,1
5101267,2.7935050247000004,1
7988603,1.9006378986,1
8021808,3.1234746603,1
2952056,1.8187056058000002,1
3814978,0.331842682,1
7313974,1.7957971874,1
5826053,1.4080243435,1
4232093,1.5581685244999999,1
9709388,1.1368667403000001,1
